position,link,title,source,date,snippet,thumbnail
81,https://time.com/7284765/us-china-trade-war-pause/,U.S. and China Agree to Drastically Reduce Tariffs,Time Magazine,"May 12, 2025","Coming into effect on Wednesday, May 14, both countries will reduce tariffs on the other by 115% for that initial period, according to U.S. Treasury Secretary...",https://serpapi.com/searches/688ca496e22fed71bd6f1a5c/images/93a94d7b976d0885d81166b44dc936ce269c75294c86abfb13032a64120e21f7.jpeg
82,https://www.cnn.com/2025/05/15/business/china-export-rush-tariffs-scramble-intl-hnk,‘Export rush’ grips China as businesses scramble to make the most of tariff pause,CNN,"May 16, 2025","The deal, which went into effect Wednesday, brings US tariffs on Chinese imports into the country to 30%, not including pre-existing measures imposed during...",https://serpapi.com/searches/688ca496e22fed71bd6f1a5c/images/93a94d7b976d0885881c2a0e581474cdeceb6bfe5bbf5ca107cc93a584073f45.jpeg
83,https://www.politico.com/news/2025/05/02/trump-tariffs-online-chinese-goods-00322654,"Trump's tariffs come for fast fashion, and the blowback could be fierce.",Politico,"May 2, 2025","Starting Friday, Americans will see the cost of the president's 145 percent tariff on Chinese goods on many packages they order directly from retailers there —...",https://serpapi.com/searches/688ca496e22fed71bd6f1a5c/images/93a94d7b976d0885bf3abea853d05668b8927ae60cd1c715d0997a60c45fa36c.jpeg
84,https://www.nytimes.com/2025/05/13/world/americas/honda-trump-tariffs-us-canada.html,Tariffs Drive Honda to Move S.U.V. Production From Canada to U.S.,The New York Times,"May 13, 2025",Honda said on Monday that it would shift production of one of its popular vehicles from Ontario to a US factory and postpone an $11 billion plan to make...,https://serpapi.com/searches/688ca496e22fed71bd6f1a5c/images/93a94d7b976d08851e33e04157e4ca8317cf643b91662e6172fdf1caca875b5c.jpeg
85,https://www.reuters.com/world/china/investors-cheer-us-china-tariff-truce-cautious-over-final-deal-2025-05-12/,"Investors cheer US-China tariff truce, but cautious over a final deal",Reuters,"May 12, 2025","A truce in the US-China trade war set off a relief rally in stocks on Monday and propelled the dollar higher, but investors fear further negotiations could...",https://serpapi.com/searches/688ca496e22fed71bd6f1a5c/images/93a94d7b976d0885d00e057af8c559fa5bbd2cfd9eb2bef147a927ac62a864cd.jpeg
86,https://www.reuters.com/world/china/global-markets-wrapup-1-2025-05-26/,Stocks and euro jump on Trump EU tariff delays,Reuters,"May 26, 2025",Global markets climbed on Monday and the euro rallied after US President Donald Trump kicked his threat to slap 50% tariffs on European Union goods into July.,https://serpapi.com/searches/688ca496e22fed71bd6f1a5c/images/93a94d7b976d088595e80f35407222626be822db93b3229a5b6544e241fd9c0e.jpeg
87,https://www.reuters.com/world/asia-pacific/taiwan-says-it-has-concluded-first-substantive-tariff-talks-with-us-2025-05-03/,Taiwan says it has concluded first 'substantive' tariff talks with US,Reuters,"May 3, 2025","Taiwan's government said on Saturday that it had concluded its first round of ""substantive"" tariff talks with the United States, describing the atmosphere as...",https://serpapi.com/searches/688ca496e22fed71bd6f1a5c/images/93a94d7b976d0885fafd8796f3a0eb9d8a6ce79ffb64b43f31019a53452003e7.jpeg
88,https://time.com/7282543/trump-foreign-film-tariff-international-movie-production-us-hollywood-china/,Why Trump’s ‘100% Tariff’ Proposal for Foreign Films Doesn’t Make Sense,Time Magazine,"May 5, 2025","Experts agree that Trump's seemingly favorite policy tool, tariffs, isn't really an applicable solution.",https://serpapi.com/searches/688ca496e22fed71bd6f1a5c/images/93a94d7b976d08857e4b19bba5ad2d29e6cfac388a2c77cf284a04782d93dfbc.jpeg
89,https://www.nbcnews.com/business/business-news/trump-threatens-25-tariff-apple-not-start-making-iphones-america-rcna208709,Apple stock sinks after Trump threatens 25% tariff if iPhones aren't made in the U.S.,NBC News,"May 23, 2025",Apple shares fell 3% Friday after President Donald Trump threatened the tech giant with a 25% tariff if it does not start producing iPhones in the U.S. — his...,https://serpapi.com/searches/688ca496e22fed71bd6f1a5c/images/93a94d7b976d08850767593b3c18f5c4b83b70c4828c6d19e132dad6c2c0c747.jpeg
90,https://www.npr.org/2025/05/07/nx-s1-5389865/trump-movie-tariffs-jon-voight-tax-incentives-hollywood,How a visit from actor Jon Voight led Trump to post about movie tariffs,NPR,"May 7, 2025",How a visit from actor Jon Voight led Trump to post about movie tariffs · Business · Trump's plan for movie tariffs leads to global confusion · A visit from Jon...,https://serpapi.com/searches/688ca496e22fed71bd6f1a5c/images/93a94d7b976d0885d23133792a937caa5344b30c46f9894410b25c906e40f454.jpeg
91,https://www.cnbc.com/2025/05/23/eu-tariff-will-backfire-on-trump-trade-shipping-experts.html,"How big European Union tariff could backfire on Trump, according to trade, freight experts",CNBC,"May 23, 2025","""The EU is a significant trading partner, and a 50% tariff would potentially cause economic harm and the EU could retaliate, which would further escalate the...",https://serpapi.com/searches/688ca496e22fed71bd6f1a5c/images/93a94d7b976d0885e4fd6ae6294091e6796ad614c8f2a060043c3268382768b4.jpeg
92,https://www.axios.com/2025/05/04/trump-tariffs-china,"Trump says his tariffs could be permanent, as he softens tone on China",Axios,"May 4, 2025","Trump says tariffs could be permanent, but strikes softer note on China.",https://serpapi.com/searches/688ca496e22fed71bd6f1a5c/images/93a94d7b976d08853f2be447b2b99a78a0da3aff24e6cad13d9615f338218c30.jpeg
93,https://www.politico.com/news/magazine/2025/05/29/trump-tariffs-court-defeat-00374194,The Supreme Court May Not Step in and Save Trump’s Tariffs,Politico,"May 29, 2025",The U.S. Court of International Trade's unanimous ruling against Trump's signature tariffs is not the first judicial rebuke of Trump's second term...,https://serpapi.com/searches/688ca496e22fed71bd6f1a5c/images/93a94d7b976d088584ab76fc451981578d0830cae22db8f9d66b49f6ece9ae28.jpeg
94,https://apnews.com/article/consumer-confidence-economy-spending-tariffs-cd4860a3aff316d90080f96e4487c3c5,US consumer confidence rebounds after five straight months of declines amid tariff anxiety,AP News,"May 27, 2025",Americans' views of the economy improved in May after five straight months of declines sent consumer confidence to its lowest level since the onset of the...,https://serpapi.com/searches/688ca496e22fed71bd6f1a5c/images/93a94d7b976d0885186da65757475506a788496b0900555f7020b73266f2ab9f.jpeg
95,https://www.nbcnews.com/politics/white-house/trump-says-major-trade-deal-will-discussed-white-house-event-thursday-rcna205509,"Trump says a trade deal with the U.K. is close, but 10% tariff remains on some items",NBC News,"May 8, 2025","Stocks initially surged in premarket trading Thursday once the U.K. deal was announced by Trump on social media late Wednesday, but gave up gains after multiple...",https://serpapi.com/searches/688ca496e22fed71bd6f1a5c/images/93a94d7b976d0885c375552cff00cca5f3cf34bd1e7603efe925d4626fc0ee6d.jpeg
96,https://www.axios.com/2025/05/12/china-trade-deal-shein-temu-trump,"China trade deal: White House partially cuts tariffs on Shein, Temu packages",Axios,"May 12, 2025","White House partially cuts tariff on cheap goods ... Tariff rates on small packages from China will be cut in half, though a flat-fee option will not change, the...",https://serpapi.com/searches/688ca496e22fed71bd6f1a5c/images/93a94d7b976d088570817ab3590d5190e573f6d128f22153686746fdf0b08b20.jpeg
97,https://www.cnbc.com/2025/05/08/trump-uk-trade-deal-tariffs.html,"Trump unveils United Kingdom trade deal, first since 'reciprocal' tariff pause",CNBC,"May 8, 2025",President Donald Trump on Thursday unveiled the broad outline of a trade agreement with the United Kingdom.,https://serpapi.com/searches/688ca496e22fed71bd6f1a5c/images/93a94d7b976d088558fd6721deaa6c64d3405e6f656291884c0b5d9cc1515ca2.jpeg
98,https://www.freiheit.org/vietnam/how-trumps-tariff-threatens-vietnams-economy,Free Trade: How Trump's Tariff Threatens Vietnam’s Economy,Friedrich Naumann Foundation,"May 8, 2025","President Trump's reciprocal tariff is more than a singular policy, it reflects an escalating trend of unilateralism, protectionism, and de-globalization. For...",https://serpapi.com/searches/688ca496e22fed71bd6f1a5c/images/93a94d7b976d088589b6a0793758a669186525499378c44b13e1753fd085984a.jpeg
99,https://www.aljazeera.com/economy/2025/5/11/us-china-hail-substantial-progress-made-in-tariff-talks-in-geneva,"US, China hail ‘substantial progress’ made in tariff talks in Geneva",Al Jazeera,"May 11, 2025","US, China hail 'substantial progress' made in tariff talks in Geneva. The two countries have said they will issue a joint statement on the talks on Monday.",https://serpapi.com/searches/688ca496e22fed71bd6f1a5c/images/93a94d7b976d088570ee34f471f97eedf3a8cc329ee11ec6f065519648e13d0c.jpeg
100,https://www.bbc.com/news/articles/czr86m8mvrmo,Donald Trump's tariff plans could spark global economic shock,BBC,"May 23, 2025",The US president's threat of a 50% tariff on all goods from the European Union in a week's time suggests the trade war tensions were merely on hold.,https://serpapi.com/searches/688ca496e22fed71bd6f1a5c/images/93a94d7b976d0885613154260f7e082903960fbd31231d3238886c7cb94e0184.jpeg
1,https://www.lemonde.fr/en/economy/article/2025/05/23/trump-threatens-50-eu-tariff-from-june-1_6741580_19.html,Trump threatens 50% tariff on EU imports and targets smartphones,Le Monde.fr,"May 23, 2025",Trump threatens 50% tariff on EU imports and targets smartphones. Stock markets in Europe and the US plummeted on Friday after Donald Trump announced that trade...,https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291d494826aba463176f55019b64688afc9a9ee03d54d1e9ba33.jpeg
2,https://www.cbsnews.com/news/trump-tariffs-blocked-illegal-court-international-trade-ieepa-whats-next/,Here's what to know about Trump's tariffs after a U.S. trade court rules them illegal,CBS News,"May 29, 2025","But the court on Wednesday ruled that Mr. Trump's global tariffs aren't authorized by the IEEPA, and said it would be unconstitutional for any law passed by...",https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291d4d14fc31a22e3445001e4fd730e4b990e4a952c1ce944d69.jpeg
3,https://www.cnbc.com/2025/05/29/court-strikes-down-trump-reciprocal-tariffs.html,Federal trade court strikes down Trump's reciprocal tariffs,CNBC,"May 28, 2025",Federal trade court strikes down Trump's reciprocal tariffs ... The U.S. Court of International Trade on Wednesday blocked steep reciprocal tariffs unilaterally...,https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291d21f114eb43e1624d0c6b841024b0d21d3c1c7b6ab40a9130.jpeg
4,https://www.axios.com/2025/05/01/hospitals-struggle-tariff-impacts,Hospitals begin to grapple with tariff fallout,Axios,"May 1, 2025",Why it matters: A global trade war could bring a return to pandemic disruptions if imported goods that health systems purchase in high volumes from China can't...,https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291d3cf3467b190e056ed6c87ce7ca7af33d44c1d38f8841bf7f.jpeg
5,https://www.cbsnews.com/news/us-china-talks-tariffs/,"U.S. Treasury Secretary says ""substantial progress"" made in China tariff talks but details remain scarce",CBS News,"May 11, 2025","""Substantial progress"" was made in sensitive talks between the US and Chinese delegations this weekend over tariffs that threaten to upend the global economy.",https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291d6c7d0ea243863274291e7c7a4b48604de73128467769a813.jpeg
6,https://www.wsj.com/articles/deeres-plans-for-offsetting-500-million-in-tariff-costs-79ae52d8?gaa_at=eafs&gaa_n=ASWzDAgiyt0mawPYhkXcx5mvttwLoZAkXFTN531Fdt3TOgbykZCJqSV24GhY&gaa_ts=688ca820&gaa_sig=ba0ZWKUSpYWhEnr0ULGlXgt9-YgCFamQ4Ii4gIOyczaLCIudYIObORvA1MFPuNitJFmYxnvpGR6t8Jdrfyih8g%3D%3D,Deere’s Plans for Offsetting $500 Million in Tariff Costs,The Wall Street Journal,"May 30, 2025","The Moline, Ill.-based farm equipment manufacturer on May 15 said it incurred about $100 million in tariff expenses in the latest quarter and expects more than...",https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291d68f63c7f839887693a7f4ba7c60731603c4d47a8cd65f464.jpeg
7,https://www.hollywoodreporter.com/business/business-news/white-house-clarifies-trump-movie-tariff-1236207216/,"White House Says “No Final Decisions” Have Been Made on Movie Tariffs, Still “Exploring All Options”",The Hollywood Reporter,"May 5, 2025",The White House said in a clarifying statement Monday that “no final decisions on foreign film tariffs have been made.”,https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291d3cb4d6f45c98883e2bc5ecdc91779ae88eb84ba704cadae1.jpeg
8,https://www.investors.com/news/economy/us-uk-trade-deal-trump-tariffs-reciprocal-digital-services-sp-500-amzn-googl-meta/,"Trump's U.S.-UK Trade Deal Keeps 10% Tariff, But S&P 500 Rallies (Live Coverage)",Investor's Business Daily,"May 8, 2025","The S&P 500 is hitting its high for the day, despite the fact that Trump's 10% ""reciprocal"" tariff will stay in place.",https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291d8300fc0ded719257736ce2383bb5dbc95fa70a0c1801672c.jpeg
9,https://www.nbcnews.com/business/business-news/trump-takes-walmart-tariff-price-hikes-setting-potential-showdown-reta-rcna207641,"Trump takes on Walmart over tariff price hikes, setting up potential showdown with retail industry",NBC News,"May 19, 2025","“Walmart should STOP trying to blame Tariffs as the reason for raising prices throughout the chain,” Trump wrote on Truth Social. “Between Walmart and China...",https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291d002d9f641efad4bed5192203b8097f1bd18f9c250eacccd0.jpeg
10,https://apnews.com/article/inflation-spending-economy-b96e94fc971045c2a50e642fa85d4397,"US inflation gauge cools with little sign of tariff impact, so far",AP News,"May 30, 2025",A key US inflation gauge slowed last month as President Donald Trump's tariffs have yet to noticeably push up prices.,https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291d5b41fa4e750e1aaccc153b05abe9ffe823499498f44ed048.jpeg
11,https://www.axios.com/2025/05/19/trump-tariffs-who-pays,The argument's over: Americans pay for tariffs,Axios,"May 19, 2025",The argument's over: Americans pay for tariffs ... President Trump leans forward in a chair in the Oval Office to listen to a question ... The Trump administration...,https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291dbedd43eb846a513266d901cac6efbe8cd38ce746cd9d7fab.jpeg
