position,link,title,source,date,snippet,thumbnail
65,https://abcnews.go.com/Politics/trumps-liberation-day-arrives-gambles-big-risky-tariff/story?id=120382209,Trump rolls out sweeping tariffs as he deems deficits a 'national emergency',ABC News,"Apr 2, 2025",President Donald Trump dramatically escalated his global trade war by announcing his most sweeping set of tariffs yet on goods from every country that trades...,https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d454dd2ee456652b6cb2ceaff83b07621d0cb587c2105f66298.jpeg
66,https://apnews.com/article/trump-tariffs-smartphones-electronics-laptops-apple-10c31e91d7790bfe8fb004f547109359,"Trump's commerce secretary says new electronics tariff exemptions are temporary, chip tariffs coming",AP News,"Apr 13, 2025",Tariff exemptions announced Friday on electronics like smartphones and laptops are only a temporary reprieve until the Trump administration develops a new...,https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d450f40b02bea960fadf293e9bab4efa52f56e17693df1a5e8a.jpeg
67,https://www.cnn.com/2025/04/07/business/china-trump-tariffs-opportunity-analysis-intl-hnk,China calls Trump’s new tariff threat ‘a mistake upon a mistake’ and looks for opportunity in global trade war,CNN,"Apr 7, 2025",China calls Trump's new tariff threat 'a mistake upon a mistake' and looks for opportunity in global trade war.,https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45d1d77097fcf1b3e88be64cdf2fa079b6c0a574c948187ef3.jpeg
68,https://www.nbcnews.com/politics/trump-administration/live-blog/trump-tariffs-live-updates-china-raises-retaliatory-levies-125-dollar-rcna200775,Trump trade war escalates as China raises retaliatory duties on U.S. goods,NBC News,"Apr 12, 2025",Beijing signaled that this is likely to be its last increase for the moment as tit-for-tat tariffs reach levels that make trade between the world's two...,https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d456d47a251a34bc006cfa8b390adcd45e6cb99b2e0aaaeff98.jpeg
69,https://www.axios.com/2025/04/07/trump-tariffs-china,"Trump threatens extra 50% tariff on China, opens door to talks with others",Axios,"Apr 7, 2025",The administration's steadfast message in recent days has been that the tariffs were coming and there was no way out.,https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45d7e3ea291cc9308aa49feff1db9b4f69757ae67a6c0ae94d.jpeg
70,https://www.reuters.com/world/japan-set-kick-off-tariff-talks-washington-2025-04-16/,Trump hails 'big progress' in Japan tariff talks,Reuters,"Apr 17, 2025","President Donald Trump touted ""big progress"" in tariff talks with Japan on Wednesday, in one of the first rounds of face-to-face negotiations since his barrage...",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45b62fa5f46e5b8195f956ef2e6ae9a532b940534b156f1f28.jpeg
71,https://www.cnbc.com/2025/04/09/china-slaps-retaliatory-tariffs-of-84percent-on-us-goods-in-response-to-trump.html,China slaps 84% retaliatory tariffs on U.S. goods in response to Trump,CNBC,"Apr 9, 2025","Tariffs on U.S. goods entering China will rise to 84% from 34% starting April 10, according to a translation of a Office of the Tariff Commission of the State...",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d455ec387e298759a65aaeb45476ecfe2241b8f4cfa90f7c473.jpeg
72,https://www.nbcnews.com/news/world/china-hits-back-trump-34-tariff-us-imports-rcna199665,China hits back at Trump with 34% tariff on U.S. imports,NBC News,"Apr 4, 2025","China on Friday announced a 34% tariff on all products imported from the US, escalating the trade war between the world's two biggest economies.",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45b58fb99d6e7a81265c9940f53c1379d6526566b0ca54517c.jpeg
73,https://www.politico.com/newsletters/politico-influence/2025/04/02/tariff-rollout-whips-up-a-frenzy-downtown-00267898,Tariff rollout whips up a frenzy downtown,Politico,"Apr 2, 2025","President Trump's sweeping global and reciprocal tariffs are massive tax hikes on Americans that will drive inflation, kill jobs on Main Street, and may cause...",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45bf0ca80e388a681542f3413a59f4252c0d874904835758a5.png
74,https://www.npr.org/2025/04/10/nx-s1-5358929/trump-tariff-pause-china,Where do tariffs stand? A look at what's in place and what's on pause,NPR,"Apr 10, 2025","Trump says he will pause tariff hikes for 90 days, but not for China ... Trump had maintained all week — and even on Wednesday morning — that the country-specific...",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d459a09474cd356ba93b7a5b8924c5b9f97a6d4b1826d140eac.jpeg
75,https://www.aljazeera.com/news/liveblog/2025/4/7/trump-tariffs-live-asian-european-shares-plunge-as-shockwaves-spread,Trump tariffs updates: US ‘not looking at’ pausing tariffs for trade talks,Al Jazeera,"Apr 7, 2025","Trump says 'many, many countries' are reaching out to the US for trade deals without providing details.",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45af9f495649680f59e9df19b771678bfed48a9c30bc420d77.jpeg
76,https://www.pbs.org/newshour/politics/watch-white-house-calls-reports-that-amazon-might-display-tariff-prices-a-hostile-and-political-act,WATCH: White House calls reports that Amazon might display tariff prices a ‘hostile and political’ act,PBS,"Apr 29, 2025",A reported plan by Amazon to display the cost of President Donald Trump's tariffs next to product prices on their site was a “hostile and political act” by the...,https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45775993da6a710aa817dec5511be6767cc03b7c10f57cc1d0.jpeg
77,https://www.wsj.com/livecoverage/trump-tariffs-trade-war-stock-market-04-02-2025?gaa_at=eafs&gaa_n=ASWzDAjW0G4x4oOs15y2RFr0Q1RSbMK22N6Ht9BhzZ-C8qW-e47ETinPJ63I&gaa_ts=688ca864&gaa_sig=C-IHaCwP205Jbsg76dUnJIcCIxOEyyp58sUvgxC0vV2ImVsyeptk9Rr2nl5JOz1gM7IEVtfcao70_oGBohpxIw%3D%3D,"Tariff News, April 2, 2025: Trump Unveils Sweeping Levies in Stark Shift in Trade Policy",The Wall Street Journal,"Apr 3, 2025","The U.S. will impose a 10% tariff on all imports and much higher rates for some nations, Trump said in unveiling a series of moves he declared “Liberation Day”...",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45fc44ac0122051316f82b30c096c5d64d4ece7220528e0cb0.jpeg
78,https://www.nytimes.com/live/2025/04/02/business/trump-tariffs-liberation-day,Highlights: Trump Imposes Vast Global Tariffs,The New York Times,"Apr 2, 2025","A 10 percent tariff will apply to all countries, but trading partners like China, Japan and Europe will face rates two and three times as high.",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45a37018f4f803becb5348fcdc983fc0f2c2819e6f6f490d71.jpeg
79,https://www.reuters.com/markets/commodities/japan-is-test-case-trumps-tariff-deals-talks-may-be-tortuous-2025-04-25/,Japan is a test case for Trump's tariff deals. But talks may be tortuous.,Reuters,"Apr 27, 2025","Negotiating a speedy deal with Japan, a close US ally that counts rival China as its biggest trading partner, has been billed as a test case for Trump's...",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d450325f6e273927f5eab7bbcd9506189af6b62a8b96a5bfd8e.jpeg
80,https://www.theguardian.com/us-news/2025/apr/02/trump-new-tariffs-liberation-day,"Trump announces sweeping new tariffs, upending decades of US trade policy",The Guardian,"Apr 2, 2025","Donald Trump announced sweeping tariffs on some of its largest trading partners on Wednesday, upending decades of US trade policy and threatening to unleash a...",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d458f7d2db52946a2e4f061012da8fd802606bcf6b2b5a8ffad.jpeg
81,https://www.nytimes.com/interactive/2025/04/12/business/economy/china-tariff-product-costs.html,How Much Are Tariffs on Chinese Goods? It’s Trickier Than You Think.,The New York Times,"Apr 12, 2025",The new 125 percent rate that President Trump imposed will in many cases be added on top of long-existing duties.,https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45a39c5c4d91e1bd73047148b60a83af75250f35a295e07b38.jpeg
82,https://www.cbsnews.com/news/trump-reciprocal-tariffs-liberation-day-list/,"See the full list of reciprocal tariffs by country from Trump's ""Liberation Day"" chart",CBS News,"Apr 9, 2025",President Trump on April 2 announced so-called reciprocal tariffs on imports from about 90 nations that are above a 10% across-the-board tax applied to all...,https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45656ceefd703ca3c23d3637ef2e346f22c9f0cdc38b2632a6.jpeg
83,https://www.npr.org/2025/04/07/nx-s1-5354797/tariffs-wall-street-warnings,Wall Street leaders warn of harsh economic consequences from Trump's tariffs,NPR,"Apr 7, 2025",Wall Street leaders warn of harsh economic consequences from Trump's tariffs.,https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45ce542c504ed41247c0e89da62ab5f1815b105774fdaba4ce.jpeg
84,https://www.reuters.com/markets/china-urges-us-cancel-reciprocal-tariffs-2025-04-03/,"China urges US to immediately lift tariffs, vows retaliation",Reuters,"Apr 3, 2025",China on Thursday urged the United States to immediately cancel its latest tariffs and vowed countermeasures to safeguard its own interests.,https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d455e3f7f12c85939469f39ff8847b5d0a7316afaf0f76a11ed.jpeg
85,https://www.nbcnews.com/business/economy/trumps-highest-tariff-will-kill-tiny-african-kingdom-lesotho-economist-rcna199573,"Trump's highest tariff will kill tiny African kingdom of Lesotho, economist says",NBC News,"Apr 3, 2025","A 50% reciprocal trade tariff on Lesotho, the highest levy on U.S. President Donald Trump's long list of target economies, will kill the tiny Southern African...",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d456d1f6ff231a81a683cd642ca47b2952376fce4e667e203a8.jpeg
86,https://www.china-briefing.com/news/trump-raises-tariffs-on-china-to-145-overview-and-trade-implications/,Trump Raises Tariffs on China to 145% – Overview and Trade Implications,China Briefing,"Apr 11, 2025","President Trump signed an executive order raising the reciprocal tariff rate on China from 34 percent to 84 percent, bringing the final rate to 104 percent.",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d455bc635569fa5a7cb3274e521af6fcfbfc5cdedc7534f84a7.jpeg
87,https://www.economist.com/united-states/2025/04/24/expect-more-chaos-in-donald-trumps-tariff-policies,Expect more chaos in Donald Trump’s tariff policies,The Economist,"Apr 24, 2025","The policy process has been chaotic, to put it politely, and that disorder offers a forecast of how Mr Trump may swerve and improvise toward an outcome.",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d456d85262fec9227da5d59796eb347ec5d5bc6eb71db0b2674.jpeg
88,https://www.bbc.com/news/articles/c5ypxnnyg7jo,Trump tariffs list: See all the tariffs by country,BBC,"Apr 10, 2025",Here is a look at the full list of tariffs briefly imposed – and the new updated rate by country. Those with the highest share of US imports are at the top.,https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45b099a2c652fea52913d4b292fd0616f7149482b115d1d61a.jpeg
89,https://apnews.com/article/trump-tariffs-electronic-tech-exemption-12a8c11485c810a61cbd6e1c63ae8801,Confusion reigns after Trump exempts electronics from new tariff regime. Here's what we know,AP News,"Apr 14, 2025",the Trump administration paused its new taxes on electronics imported into the U.S. — signaling some relief from trade wars that have particularly escalated...,https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d452dbb1c571cd5977511b3317b6b42fe0efeccb6f6743b7379.jpeg
90,https://apnews.com/article/trump-tariff-economy-recession-china-imports-trade-8d90bb37735e833c43a7b7a9d5a0b9a2,Trump’s tariffs loom over the economy as shipments from China fall,AP News,"Apr 30, 2025","American businesses are cancelling orders from China, postponing expansion plans and hunkering down to see what trade policy surprises President Donald Trump...",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45968c183c1358789f5312f1211aab0c9d12abf24a88b38995.jpeg
91,https://www.cnbc.com/2025/04/12/trump-exempts-phones-computers-chips-tariffs-apple-dell.html,"Trump exempts phones, computers, chips from new tariffs",CNBC,"Apr 12, 2025","Trump exempts phones, computers, chips from new tariffs · Smartphones and computers will be exempted from Trump's reciprocal tariffs. · Trump earlier this month...",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d4587c1eeeddec72dcb54732562c10349a162088b01ba4206ad.jpeg
92,https://www.usatoday.com/story/news/politics/2025/04/16/trump-china-tariff-245-percent-trade-war/83114710007/,White House's 245% tariff figure for some Chinese products causes confusion,USA Today,"Apr 16, 2025","White House's 245% tariff figure for some Chinese products causes confusion ... Amid a tense trade war with China, a White House statement that some Chinese goods...",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45bc4eea42f29cf958813abd128a75ee1e2ff3c362363a8d93.jpeg
93,https://www.politico.com/news/magazine/2025/04/05/compass-trump-tariffs-00273410,Why Trump May Get Away With His Tariff Trauma,Politico,"Apr 5, 2025","Trump already has placed some tariffs on Canada and Mexico, two of America's top trading partners. But the countries don't face new duties from the sweeping...",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45c023cb07bc12935d1853778b0bb037328f5d4b06f2c0d29d.jpeg
94,https://www.theguardian.com/us-news/2025/apr/10/trump-tariff-pause-brings-relief-for-global-stock-markets,Trump tariff pause brings relief for global stock markets,The Guardian,"Apr 10, 2025",Trump tariff pause brings relief for global stock markets ... Donald Trump's surprise decision to pause the hefty tariffs he had just imposed on dozens of...,https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d451c97a4863b1ef75af348b04434ab22d0bf649ea8f11df77a.jpeg
95,https://finance.yahoo.com/personal-finance/banking/article/tariff-proof-finances-194317022.html,5 ways to tariff-proof your finances,Yahoo Finance,"Apr 23, 2025",Here are a few steps you can take to minimize the potential impact of President Trump's tariffs on your bottom line.,https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d457240c806d8ad1f96ad76e73251970da5e77a9bb830ca0f77.jpeg
96,https://www.theatlantic.com/economy/archive/2025/04/trump-tariff-theory-reality/682279/,Trump’s Tariffs Are Designed to Backfire,The Atlantic,"Apr 3, 2025","Trump's reciprocal measures represent the tariff to end all tariffs, paving the road to a system of genuinely free trade and a return to American industrial...",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45da54089a12171324c2928fd613387cdbda9c3ed18b5568e6.jpeg
97,https://www.cnn.com/2025/04/18/economy/global-trade-relationships-trump-tariffs,Trump wants his tariffs to reset the world. He might get his wish,CNN,"Apr 18, 2025",Trump wants his tariffs to reset the world. He might get his wish.,https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d454c3129f61e397a8e04430eb13802365caf36b33951900332.jpeg
98,https://apnews.com/article/trump-trade-tariffs-japan-negotiations-bessent-lutnick-9134808d0e4aaf30bc60b28d7adc9b32,Trump joins tariff talks with Japan as US seeks deals amid trade wars,AP News,"Apr 16, 2025","President Donald Trump on Wednesday inserted himself directly into trade talks with Japanese officials, a sign of the high stakes for the United States.",https://serpapi.com/searches/688ca4dff0114a1f24c59f4e/images/6ea69d99f17b7d45381b35e860179cacd31d6b080037312ec1b500baa988804b.jpeg
