position,link,title,source,date,snippet,thumbnail
71,https://www.reuters.com/world/asia-pacific/pakistan-says-it-wins-us-tariff-deal-trump-cites-oil-reserves-pact-2025-07-30/,Pakistan says it wins US tariff deal; Trump cites oil reserves pact,Reuters,1 day ago,"The United States and Pakistan hailed a trade deal on Thursday that Islamabad said would lead to lower tariffs and increased investment,...",https://serpapi.com/searches/688ca41069819dddad4deaa5/images/c16739a5a448afcbedb8b6c2418b42d93dbe16e385afb372a7ad88eb79512600.jpeg
72,https://www.reuters.com/business/view-investors-react-trumps-new-tariffs-announcement-2025-08-01/,Instant View: Investors react to Trump's new tariffs announcement,Reuters,6 hours ago,President Donald Trump signed an executive order on Thursday imposing tariffs ranging from 10% to 41% on U.S. imports from dozens of countries and foreign...,https://serpapi.com/searches/688ca41069819dddad4deaa5/images/c16739a5a448afcb39b6b83a88e18537dfc80e003c7c2923e094ab0a32e1df8b.jpeg
73,https://www.reuters.com/business/autos-transportation/us-planes-cars-drinks-eu-list-potential-tariffs-2025-07-15/,"Trump sets 19% tariff on Indonesia goods in latest deal, EU readies retaliation",Reuters,2 weeks ago,"Trump outlined an Indonesia deal similar to a preliminary pact struck recently with Vietnam, with a flat tariff on exports to the U.S. roughly double the...",https://serpapi.com/searches/688ca41069819dddad4deaa5/images/c16739a5a448afcbf0391d59d4985dfd4b517fa306ea554bb8ed6d74ca37ec71.jpeg
74,https://www.cnn.com/2025/07/07/investing/us-stock-market,Stocks drop after Trump announces tariffs on countries including Japan and South Korea,CNN,3 weeks ago,"Stocks dropped lower midday after Trump announced 25% tariffs on Japan and South Korea, set to go into effect August 1. Stocks continued to fall in the...",https://serpapi.com/searches/688ca41069819dddad4deaa5/images/c16739a5a448afcbe1d4beb30abd621e324c6ed5632d800ca4fff6c916489660.jpeg
75,https://finance.yahoo.com/news/live/trump-tariffs-live-updates-trump-grants-mexico-90-day-reprieve-as-countries-race-to-make-deal-200619636.html,Trump tariffs live updates: Trump grants Mexico 90-day reprieve as countries race to make deal,Yahoo Finance,16 hours ago,Trump administration announces 50% tariffs on some copper imports. President Trump signed a proclamation on Wednesday to impose 50% tariffs on certain copper...,https://serpapi.com/searches/688ca41069819dddad4deaa5/images/c16739a5a448afcba684ebe432c74bc8a1d0cfd171295b1aa2a9ad4a6bfe14e5.jpeg
76,https://www.cbsnews.com/news/trumps-tariffs-poised-for-major-test-before-federal-appeals-court/,Federal appeals court weighs Trump's tariffs in major legal test,CBS News,1 day ago,Washington — A federal appeals court on Thursday sharply probed President Trump's use of an emergency powers law to impose sweeping tariffs on nearly every...,https://serpapi.com/searches/688ca41069819dddad4deaa5/images/c16739a5a448afcb3cc5757f5fa499f4763186c88966b4031e0b06bcb3722c2e.jpeg
77,https://apnews.com/article/trump-brazil-tariffs-bolsonaro-lula-trade-imbalance-de4cf0669b00a76149e8f39f200af502,Trump signs order to justify 50% tariffs on Brazil,AP News,1 day ago,President Donald Trump has signed an executive order to impose his threatened 50% tariffs on Brazil.,https://serpapi.com/searches/688ca41069819dddad4deaa5/images/c16739a5a448afcbfe7b4ade5423e267d3d6a6610fb05d091c149a23804b36a4.jpeg
78,https://www.reuters.com/world/us-ends-tariff-exemption-all-low-value-packages-2025-07-30/,US ends tariff exemption for all low-value packages,Reuters,1 day ago,"WASHINGTON, July 30 (Reuters) - The United States is suspending a ""de minimis"" exemption that allowed low-value commercial shipments to be shipped to the...",https://serpapi.com/searches/688ca41069819dddad4deaa5/images/c16739a5a448afcb646fe2edd4d37c6324433f02685cdcf8450c55fe34dbae42.jpeg
79,https://finance.yahoo.com/news/live/trump-tariffs-live-updates-trump-announces-trade-deal-with-japan-including-15-tariff-200619316.html,Trump tariffs live updates: Trump grants Mexico 90-day reprieve as countries race to make deals,Yahoo Finance,16 hours ago,The trade deal announced on Sunday imposes a 15% import tariff on most EU goods - lower than the 30% once threatened by U.S. President Donald Trump but well...,https://serpapi.com/searches/688ca41069819dddad4deaa5/images/c16739a5a448afcb5c41389911a9dff657d04e1d5ff703a427a4620cbb8595cb.jpeg
80,https://www.bbc.com/news/articles/cger99z0yp9o,"Thailand tariff deal: The shock, chaos and negotiations",BBC,9 hours ago,Export-driven economies like Thailand have been scrambling for a trade deal to avoid President Trump's steep tariffs. When US President Donald Trump made...,https://serpapi.com/searches/688ca41069819dddad4deaa5/images/c16739a5a448afcbb2322cc5ea51a3bd77002a69ba753b7ec5ee983e6f65a59c.jpeg
81,https://apnews.com/article/inflation-trump-fed-powell-prices-8842d6ebca9d1870983e678e578d2091,The tariff-driven inflation that economists feared begins to emerge,AP News,2 weeks ago,The tariff-driven inflation that economists feared begins to emerge ... Inflation rose last month to its highest level since February as President Donald Trump's...,https://serpapi.com/searches/688ca41069819dddad4deaa5/images/c16739a5a448afcb70f184b3091b37000408298903119099461aae397cc42c4d.jpeg
82,https://time.com/7306868/trump-tariffs-tracker-countries-rates-sectors-trade-deals-deadlines-timeline/,Tracking Trump’s Tariffs by Country and Sector,Time Magazine,2 hours ago,Here's a breakdown of all the U.S. trade levies on countries and sectors—and the turbulent timeline to get there.,https://serpapi.com/searches/688ca41069819dddad4deaa5/images/c16739a5a448afcb3bc34d8a01daac1726ff030e913ebd50569a945d426858bc.jpeg
83,https://www.reuters.com/world/india/what-are-new-tariff-rates-trump-set-us-imports-dozens-countries-2025-08-01/,What are the new tariff rates Trump set on US imports from dozens of countries?,Reuters,11 hours ago,"U.S. President Donald Trump announced on Thursday new tariffs of up to 41% on goods imported from dozens of countries, again citing emergency powers he says...",https://serpapi.com/searches/688ca41069819dddad4deaa5/images/c16739a5a448afcb9b61e0d381e433d597874c7d90c9590db663959750ac9f1a.jpeg
84,https://www.wsj.com/economy/trade/trump-says-he-has-a-tariff-deal-with-european-union-avoiding-trade-war-3ca72c5d?gaa_at=eafs&gaa_n=ASWzDAg7wyfAGTrfkGoL1PLp9FZxL3M4Jj-vZ0iYw85I8aMDFYUEAgCdZ7W5&gaa_ts=688ca794&gaa_sig=Vgt1Mj1olshelyoJzuWU1AtJyUiX18xtBlDVr4yBXUc4BQdzMNO1pxc_LjRcjXwoAadXmuPBClLURDMwS5-kQw%3D%3D,"Trump and EU Reach Tariff Deal, Avoiding Trade War - WSJ",The Wall Street Journal,4 days ago,Pact imposes baseline tariff of 15% on the U.S.'s biggest trading partner.,https://serpapi.com/searches/688ca41069819dddad4deaa5/images/c16739a5a448afcbd2e9b77e233a1b2b4f4b72717744a5baafc8dc773365f277.jpeg
85,https://thehill.com/business/5430309-trump-tariffs-economy-deadline/,Prices pop as Trump tariff deadline looms,The Hill,16 hours ago,"President Trump's tariffs are set to resume, raising prices for consumers. Trade deals are being rushed to finish before the August 1 deadline.",https://serpapi.com/searches/688ca41069819dddad4deaa5/images/c16739a5a448afcbc4b2f37cfeb81913b71314a993d127450696665bcab8603c.jpeg
86,https://www.reuters.com/business/autos-transportation/major-developments-trumps-trade-war-2025-05-26/,Major developments in Trump's trade war,Reuters,1 day ago,U.S. President Donald Trump's tariff decisions since he took office on January 20 have shocked financial markets and sent a wave of uncertainty through the...,https://serpapi.com/searches/688ca41069819dddad4deaa5/images/c16739a5a448afcbe794b20cc3d5a5b1667cc3b2314832b6faaf49d41cae0c2d.jpeg
87,https://www.aljazeera.com/economy/2025/7/16/what-retaliatory-action-is-the-eu-planning-over-trumps-tariffs,What retaliatory action is the EU planning over Trump’s tariffs?,Al Jazeera,2 weeks ago,What tariffs has Trump announced for the EU? President Trump said he would impose a 30 percent tariff on goods imports from the EU starting on August 1. He says...,https://serpapi.com/searches/688ca41069819dddad4deaa5/images/c16739a5a448afcb1e7f9da83c94d29bdf67409907d1b04dd09dd36f9c58b17f.jpeg
88,https://www.forbes.com/sites/zacharyfolk/2025/07/28/us-and-eu-agree-on-trade-deal-setting-tariffs-at-15-stock-futures-rise/,U.S. And EU Agree On Trade Deal Setting Tariffs At 15%—Stock Futures Rise,Forbes,4 days ago,The deal was struck less than a week before the U.S. threatened to levy a much higher 30% tariff on European goods.,https://serpapi.com/searches/688ca41069819dddad4deaa5/images/c16739a5a448afcbafe9d74e99f69eac6f760b91cb4cbdef188c4d47f905a8cf.jpeg
89,https://www.axios.com/2025/07/07/trump-tariffs-letters-japan-korea,"Trump sends tariff letters, placing 25% levies on top allies",Axios,3 weeks ago,"Trump sends tariff letters, placing 25% levies on top allies.",https://serpapi.com/searches/688ca41069819dddad4deaa5/images/c16739a5a448afcb8224f025f80451d862894cb65a5c12efa0529d1aeecdcb92.jpeg
90,https://www.cnn.com/2025/07/06/business/bessent-tariff-deadline-trump,Trump threatens new tariffs on nations supporting ‘anti-American’ policies of BRICS group,CNN,4 weeks ago,BRICS. Trump's threat of new tariffs on any nation supporting the “anti-American policies” of BRICS countries on Sunday injects fresh instability and...,https://serpapi.com/searches/688ca41069819dddad4deaa5/images/c16739a5a448afcb522fa2490979ce9d79d24103b22e7f239fcde5603e17a83f.jpeg
91,https://apnews.com/article/trump-tariffs-eu-trading-partners-letter-958bafd5f28d600eb0dd55fa8e942f64,"Trump tariffs goods from Brazil at 50%, citing 'witch hunt' trial against country's former president",AP News,3 weeks ago,"President Donald Trump singled out Brazil for import taxes of 50% on Wednesday for its treatment of its former president, Jair Bolsonaro.",https://serpapi.com/searches/688ca41069819dddad4deaa5/images/c16739a5a448afcb16dd20821579d56aeb229d815022166c212a802c78e2cb31.jpeg
92,https://www.cbsnews.com/news/trump-copper-tariff-price/,"Trump's 50% copper tariff could raise the cost of appliances, EVs and other goods, experts warn",CBS News,3 weeks ago,"""Copper is the second most used material by the Department of Defense! Why did our foolish (and SLEEPY!) 'Leaders' decimate this important Industry? This 50%...",https://serpapi.com/searches/688ca41069819dddad4deaa5/images/c16739a5a448afcb8c79e3064dd717a2f3b471915eb6beb8c717d31647960c58.jpeg
93,https://www.usatoday.com/story/money/2025/07/30/trump-tariff-india-what-products-goods-affected/85438325007/,Trump to add 25% tariff to Indian imports. Which everyday goods could be impacted?,USA Today,1 day ago,"President Donald Trump announced the United States will impose a 25% tariff on Indian goods starting Aug. 1, after months of negotiations over a limited...",https://serpapi.com/searches/688ca41069819dddad4deaa5/images/c16739a5a448afcbd1984a0a12dcf3911c23e8133329003257d5062eaaa32521.jpeg
94,https://www.bloomberg.com/news/features/2025-07-31/trump-tariff-exclusions-how-1-trillion-of-imports-got-off-the-hook,How Trump Let $1 Trillion Worth of Imports Escape His Tariff Hammer,Bloomberg,14 hours ago,"Exclusions reflect conflicting goals: to rip up the rules of global trade while cushioning US consumers. But the process isn't transparent,...",https://serpapi.com/searches/688ca41069819dddad4deaa5/images/c16739a5a448afcbe8fa6aa2e6ccf0be1d6189ed7fbdc9876afbe9e5abe5ff93.jpeg
95,https://www.independent.co.uk/news/world/americas/us-politics/trump-tariffs-india-canada-china-latest-news-b2800153.html,Trump tariffs live: President imposes punishing 35% levy on Canada as 92 countries face new rates,The Independent,LIVE49 minutes ago,Canadian Prime Minister Mark Carney says he is 'disappointed' as President Trump unveils his sweeping new tariff plan ahead of his August 1 deadline.,https://serpapi.com/searches/688ca41069819dddad4deaa5/images/c16739a5a448afcb7aef38e5912fe33ae7d41d9f5fe42a14e84a4c0a104b2d26.jpeg
96,https://www.reuters.com/world/china/global-markets-tariffs-deadline-graphic-pix-2025-07-04/,Markets' 90-day tariff pause rollercoaster nears an uncertain end,Reuters,1 month ago,"The deadline U.S. President Donald Trump set for major trading partners to strike deals with Washington or face hefty tariffs expires next week,...",https://serpapi.com/searches/688ca41069819dddad4deaa5/images/c16739a5a448afcb1208f06c5e3b7ebb3d709f0021305ba5635ccc737476ab91.jpeg
97,https://www.politico.com/news/2025/07/08/trumps-tariff-letters-roil-asian-allies-00443008,’Shock. Frustration. Anger.’ Trump’s tariff letters roil Asian allies,Politico,3 weeks ago,"“I am quite sure that Trump tariffs will be pushing these countries closer to China,” the former Japanese official said. “In a sense, the tariffs are the...",https://serpapi.com/searches/688ca41069819dddad4deaa5/images/c16739a5a448afcbb2a4f3f080e8f9e7f0ca39d577a152da30f04dd0ef41bcf2.jpeg
98,https://www.wired.com/story/president-trump-suspends-de-minimis/,Trump Ends Tariff Exemption for Small Packages,WIRED,1 day ago,"Starting in September, US buyers on sites like Etsy and eBay may face higher tariffs on goods from abroad.",https://serpapi.com/searches/688ca41069819dddad4deaa5/images/c16739a5a448afcb81772474ec4f1f3bfefb3b5b03c35ef4272d5203575cde2f.jpeg
99,https://abcnews.go.com/Business/tariffs-blame-rising-inflation-experts-weigh/story?id=123799224,Are tariffs to blame for rising inflation? Experts weigh in,ABC News,2 weeks ago,"Tariffs contributed modestly to the rise of inflation last month, analysts told ABC News, citing the price hikes in product categories made up primarily of...",https://serpapi.com/searches/688ca41069819dddad4deaa5/images/c16739a5a448afcb75fd0b07c3a2c363cead88207ad2b4b1533ceeae9c85c7cd.jpeg
100,https://www.cbsnews.com/news/trump-south-korea-tariff-deal/,Trump announces tariff deal with South Korea — U.S.'s 6th-biggest trading partner,CBS News,1 day ago,"South Korea appears to be the latest key U.S. trading partner to reach an agreement with the Trump administration, ahead of a Friday deadline when hefty...",https://serpapi.com/searches/688ca41069819dddad4deaa5/images/c16739a5a448afcbba1b14da8f7c54fa22e9c2fe30533925ec222b1b899ae429.jpeg
1,https://www.axios.com/2025/07/07/trump-tariffs-letters-japan-korea,"Trump sends tariff letters, placing 25% levies on top allies",Axios,3 weeks ago,"Trump sends tariff letters, placing 25% levies on top allies.",https://serpapi.com/searches/688ca41182703130a66ef8a4/images/e2a018b18600112d05a9db6a94530f4b2c04c7aeac093b21f354c5ca15ea29cc.jpeg
