position,link,title,source,date,snippet,thumbnail
24,https://www.cbc.ca/player/play/video/9.6671455,Won’t reciprocal tariffs hurt Canadians?,CBC,"Mar 4, 2025",Adrienne Arsenault asks the experts to break down Canada's decision to impose counter-tariffs in response to the Trump administration's sweeping 25 per cent...,https://serpapi.com/searches/688ca5282713327c081f3991/images/402d0f0cdeb1d8af24108b971f6df395d0d71cb524e6c87f1301f4d8bb18011b.jpeg
25,https://www.cbc.ca/player/play/video/9.6671658,Sense of anxiety in Cornwall as tariffs take effect,CBC,"Mar 5, 2025",Sense of anxiety in Cornwall as tariffs take effect ... The border town manufactures a lot of products that are exported to the U.S. CBC's Arthur White-Crummey...,https://serpapi.com/searches/688ca5282713327c081f3991/images/402d0f0cdeb1d8af014e90d3f556e9bd91f4c2e956b6da3faf8b4223c89906dc.jpeg
26,https://www.cbc.ca/player/play/video/9.6672638,Tariffs have increased sales for this Ontario cannery – but they could also hurt its business dealings long-term,CBC,"Mar 6, 2025","Tariffs have increased sales for this Ontario cannery – but they could also hurt its business dealings long-term ... Sprague Foods, a family business in...",https://serpapi.com/searches/688ca5282713327c081f3991/images/402d0f0cdeb1d8af88fc4dd286bdb00012bd18161ccd2cb11d28332c2c9b493c.jpeg
27,https://www.cbc.ca/player/play/video/9.6671443,"As trade war begins, N.L. to borrow $200M to cope with economic fallout",CBC,"Mar 4, 2025","The Newfoundland and Labrador government is borrowing millions as a trade-war contingency. Meanwhile, the opposition PCs didn't raise the issue of tariffs...",https://serpapi.com/searches/688ca5282713327c081f3991/images/402d0f0cdeb1d8af8cb3131e4eebdc5f27235bf30927ef5ca66b89a5ca32c8aa.jpeg
28,https://www.cbc.ca/player/play/video/9.6669770,"New Brunswick doubles down on housing goals, despite looming tariffs",CBC,"Mar 3, 2025","The threat of U.S. tariffs had cast uncertainty over nearly every sector, including housing. But New Brunswick has some lofty goals when it comes to new...",https://serpapi.com/searches/688ca5282713327c081f3991/images/402d0f0cdeb1d8afc14546b3164539f76ebec1c0715eed22e7f8dfad3b82a795.jpeg
29,https://www.cbc.ca/player/play/video/9.6675308,Some U.S. tariffs are on pause once again. Here's how Sask. businesses and residents are reacting,CBC,"Mar 6, 2025",The Saskatchewan government is sticking with its tariff response measures concerning US alcohol and procurement due to the uncertainty of the situation.,https://serpapi.com/searches/688ca5282713327c081f3991/images/402d0f0cdeb1d8afddbd978ebd69ed5806be7a01bc11c7e6c0ad8e19db310d91.jpeg
30,https://www.cbc.ca/player/play/video/9.6671313,How is Quebec responding to U.S. tariffs?,CBC,"Mar 4, 2025",CBC's Sarah Leavitt outlines how Quebec Premier François Legault is responding to U.S. tariffs. Quebec's economy is inextricably intertwined with that of the...,https://serpapi.com/searches/688ca5282713327c081f3991/images/402d0f0cdeb1d8afe5c9dcee3da319e00190b9432a79eff03cac45a3245b174b.jpeg
31,https://www.cbc.ca/player/play/video/9.6676401,MacKinnon asked about calls for more EI changes amid U.S. tariffs,CBC,"Mar 7, 2025","Minister of Employment and Labour Steven MacKinnon, while speaking in Ottawa on Friday, says that the federal government's first duty is to not have U.S....",https://serpapi.com/searches/688ca5282713327c081f3991/images/402d0f0cdeb1d8af30890df7254193de9d908a5eaa026e4e2ff5b15f15cd9b4a.jpeg
32,https://www.cbc.ca/player/play/video/9.6682592,Dominic LeBlanc announces reciprocal tariffs on U.S. products,CBC,"Mar 12, 2025",Dominic LeBlanc announces reciprocal tariffs on U.S. products ... Finance Minister Dominic LeBlanc says Canada will impose 25 per cent reciprocal tariffs on steel...,https://serpapi.com/searches/688ca5282713327c081f3991/images/402d0f0cdeb1d8af12458ed4d22f0fa5925cd9797349f6f29c649d0d71b628bc.jpeg
33,https://www.thepointng.com/u-s-stock-market-loses-4trn-in-value-as-trump-plows-ahead-on-tariffs/,U.S. stock market loses $4trn in value as Trump plows ahead on tariffs,ThePointNG,"Mar 11, 2025","President Donald Trump's tariffs have spooked investors, with fears of an economic downturn driving a stock market sell-off that has wiped out $4 trillion.",https://serpapi.com/searches/688ca5282713327c081f3991/images/402d0f0cdeb1d8afd787ed9378a6de325ccebd905bb87c8385d044f3d7c8e540.jpeg
34,https://www.itv.com/watch/news/what-are-tariffs-and-why-does-trump-love-imposing-them/xql9c6f,What are tariffs and why does Trump love imposing them?,ITVX,"Mar 27, 2025","What are tariffs and why does Trump love imposing them? Thur 27 Mar 7.40am • The US President has announced 25% tariffs on imported cars, ramping up a global...",https://serpapi.com/searches/688ca5282713327c081f3991/images/402d0f0cdeb1d8af8fc9b3ea9c1118f2290552a5cd2d283cfafa712b87efe986.jpeg
35,https://www.cbc.ca/player/play/video/9.6671165,A New Brunswick beverage-canning company braces for tariffs,CBC,"Mar 5, 2025","A New Brunswick beverage-canning company braces for tariffs ... Craft Coast Canning in Noonan, near Fredericton, prepares and supplies aluminum beverage cans for...",https://serpapi.com/searches/688ca5282713327c081f3991/images/402d0f0cdeb1d8afc10e5597b4e86c318a605ed75af5d845830eb0c5341ed115.jpeg
36,https://www.cbc.ca/player/play/video/9.6671801,Calgary is bracing for impact of U. S. tariffs,CBC,"Mar 4, 2025","Calgary is bracing for impact of US tariffs. Chamber of Commerce calls tariffs ""cataclysmic"" for the economy.",https://serpapi.com/searches/688ca5282713327c081f3991/images/402d0f0cdeb1d8af615a5d1bd8e876abc2f1e4c18bbeb1de723c7b4b4617253b.jpeg
37,https://www.cbc.ca/player/play/video/9.6673441,Winnipeg restaurant looks to change menu to avoid ingredients hit by tariffs,CBC,"Mar 5, 2025",Winnipeg restaurant looks to change menu to avoid ingredients hit by tariffs ... The trade war has people making major changes and looking to buy Canadian. But...,https://serpapi.com/searches/688ca5282713327c081f3991/images/402d0f0cdeb1d8af3469d870570f698a8fdf0a04eab35ad323072d839838a81c.jpeg
38,https://www.cbc.ca/player/play/video/9.6708095,U.S. tariffs threaten this Canadian hockey stick manufacturer | Hanomansing Tonight,CBC,"Apr 1, 2025","U.S. tariffs threaten this Canadian hockey stick manufacturer | Hanomansing Tonight ... Graeme Roustan, the owner of Roustan Hockey in Brantford, Ont., tells us...",https://serpapi.com/searches/688ca5282713327c081f3991/images/402d0f0cdeb1d8af539721cd6b36b6d2d2bbb07cb97883acc3b58f74092c5903.jpeg
39,https://www.ctvnews.ca/calgary/video/2025/03/03/smith-says-donald-trump-is-erratic/,Smith says Donald Trump is 'erratic',CTV News,"Mar 3, 2025",Alberta Premier Danielle Smith is worried about how well tariff talks will move ahead with how 'erratic' President Donald Trump can be in negotiations.,https://serpapi.com/searches/688ca5282713327c081f3991/images/402d0f0cdeb1d8af63d80f1fbe3792ab0b592c19bf694bd5073058216a900e18.jpeg
40,https://www.telegraphindia.com/world/inflation-is-set-to-rise-dramatically-all-across-your-country-justin-trudeau-to-us-as-trump-tariffs-kick-in/cid/2087063,‘Inflation is set to rise dramatically all across your country’: Justin Trudeau to US as Trump tariffs kick in,Telegraph India,"Mar 4, 2025",Canadian Prime Minister Justin Trudeau on Tuesday said that Donald Trump's tariffs on Canada would hurt “first and foremost” America and Americans.,https://serpapi.com/searches/688ca5282713327c081f3991/images/402d0f0cdeb1d8af84d511bf3befba066e3b54e1f5b234b36f1d5c32ecd23195.jpeg
41,https://www.cbc.ca/player/play/video/9.6671062,"John Abbott is running for premier, and tariffs are top of mind",CBC,"Mar 4, 2025","John Abbott is running for premier, and tariffs are top of mind ... Cabinet minister John Abbott will run to replace outgoing Premier Andrew Furey as provincial...",https://serpapi.com/searches/688ca5282713327c081f3991/images/402d0f0cdeb1d8af5e6c406e04d95bb9e0bf1e68b25c817d4b58d2384c78c4a1.jpeg
42,https://www.hindustantimes.com/india-news/delhis-electricity-tariffs-likely-to-rise-says-power-minister-ashish-sood-101742831841099.html,"Delhi's electricity tariffs likely to rise, says power minister Ashish Sood | Latest News India",Hindustan Times,"Mar 24, 2025","BJP minister explains what will cause the electricity rate hike in Delhi. According to Sood, this debt, accumulated through the Delhi Electricity Regulatory...",https://serpapi.com/searches/688ca5282713327c081f3991/images/402d0f0cdeb1d8afc9bca6408a8037fa4acc15f83b489d31dd4f1bcfbe41128b.jpeg
43,https://m.economictimes.com/markets/stocks/etmarkets-podcast/et-market-watch-sensex-at-72989-nifty-below-22100-amid-global-tariff-war/podcast/118711406.cms,"ET Market Watch: Sensex at 72,989, Nifty below 22,100 amid global tariff war",The Economic Times,"Mar 4, 2025","Sensex at 72,989, Nifty below 22,100 amid global tariff war ... Indian stock markets were flattish with Sensex losing 96 points and closing below the 73,000 mark.",https://serpapi.com/searches/688ca5282713327c081f3991/images/402d0f0cdeb1d8afba83843763dfae5dcd5c0f8d9d7d4ace14b28bdc51c87c93.jpeg
44,https://www.bluewin.ch/en/news/international/canadian-counter-tariffs-come-into-force-after-new-us-tariffs-2603125.html,Trade dispute: Canadian counter-tariffs come into force after new US tariffs | blue News,blue News,"Mar 13, 2025","Following the 25 percent tariffs imposed by US President Donald Trump on all steel and aluminum imports, Canadian counter-tariffs have come into force.",https://serpapi.com/searches/688ca5282713327c081f3991/images/402d0f0cdeb1d8afe6e122cc840e82bdf3779c7347e48707de1602501b0281bb.jpeg
45,https://uk.news.yahoo.com/martin-lewis-gives-50-day-154631746.html,"Martin Lewis gives 50-day warning to E.on, OVO, Octopus, British Gas customers",Yahoo.co,"Mar 10, 2025",Personal finance expert said many people feel they are locked into 'fixed' deals but he said people need to put date in calendars.,https://serpapi.com/searches/688ca5282713327c081f3991/images/402d0f0cdeb1d8afc3c847d8516b0f9db3de9dccf49706cc89c0d6772d7d4dbc.jpeg
46,https://www.cbc.ca/player/play/video/9.6673715,U.S. border towns stand to lose billions in lost Canadian business,CBC,"Mar 5, 2025","U.S. border communities, like Buffalo, N.Y., stand to lose billions in lost Canadian trade in a prolonged U.S.-Canada trade war, with many Americans also...",https://serpapi.com/searches/688ca5282713327c081f3991/images/402d0f0cdeb1d8af1a6fb5c0f5c51f9766d2ca05c6f6b3cef5df4e6501230405.jpeg
47,https://www.newser.com/story/365181/mexico-responds-to-trump-tariffs.html,Mexico Responds to Trump Tariffs,Newser,"Mar 4, 2025",Mexican President Claudia Sheinbaum saying her country will respond to President Trump's 25% tariffs on Mexican imports with tariffs of their own.,https://serpapi.com/searches/688ca5282713327c081f3991/images/402d0f0cdeb1d8af97406abfe699534c8e71ade143dc38993905c7bc9a8f2ed1.jpeg
48,https://finance.coin-turk.com/investors-flee-to-defensive-stocks-as-tariff-driven-market-volatility-rises/,Investors Flee to Defensive Stocks as Tariff-Driven Market Volatility Rises,cointurk finance,"Mar 31, 2025","Tariff uncertainty is pressuring markets, prompting a shift to defensive stocks. Johnson & Johnson, United Healthcare, and Procter & Gamble show recent...",https://serpapi.com/searches/688ca5282713327c081f3991/images/402d0f0cdeb1d8afa2debc09d62cb2efb1663c4a36d60ddef95284fe18201a9d.jpeg
49,https://finance.coin-turk.com/trump-tariffs-pressure-u-s-carmakers-as-tesla-avoids-major-blows/,Trump Tariffs Pressure U.S. Carmakers as Tesla Avoids Major Blows,cointurk finance,"Mar 29, 2025",Tesla avoids major tariff impacts due to U.S.-based vehicle production. Imported parts still expose Tesla to higher costs under Trump's new policy.,https://serpapi.com/searches/688ca5282713327c081f3991/images/402d0f0cdeb1d8af1c79cd7da48eaf7d126ac43e18520a56c0c294077ba4d5cc.jpeg
50,https://finance.coin-turk.com/investors-flock-to-high-yield-dividend-stocks-as-tariffs-and-rate-uncertainty-grow/,Investors Flock to High-Yield Dividend Stocks as Tariffs and Rate Uncertainty Grow,cointurk finance,"Mar 28, 2025","As economic uncertainty rises due to new tariffs and uncertain Federal Reserve policy on interest rates, investors are increasingly turning to high-yield...",https://serpapi.com/searches/688ca5282713327c081f3991/images/402d0f0cdeb1d8afc5f5006bfb34e379f505e15325b06a445ba3b795e65b0937.jpeg
position,link,title,source,date,snippet,thumbnail
1,https://www.pbs.org/newshour/economy/a-timeline-of-trumps-tariff-actions-so-far,A timeline of Trump’s tariff actions so far,PBS,"Apr 3, 2025","Long-threatened tariffs from U.S. President Donald Trump have plunged the country into trade wars abroad — all while on-again, off-again new levies continue to...",https://serpapi.com/searches/688ca4ddb6a86763c529688b/images/5b881bc19ab8bcbbb2438ca3ff58ccde48bd158cc3bfdb8d36d5f75e517e343c.jpeg
2,https://www.whitecase.com/insight-alert/president-trump-orders-10-global-tariff-and-higher-reciprocal-tariffs,President Trump Orders 10% Global Tariff and Higher “Reciprocal” Tariffs,White & Case LLP,"Apr 4, 2025","On April 2, 2025, President Trump issued the long-anticipated “reciprocal tariff” order, imposing tariffs on most US trade partners.",https://serpapi.com/searches/688ca4ddb6a86763c529688b/images/5b881bc19ab8bcbbbcce360b280430351ce1e97ca25b0f0e39b4db7242f96aa9.jpeg
3,https://www.skadden.com/insights/publications/2025/04/trump-administrations-first-100-days/the-tariff-revolution,The Tariff Revolution,"Skadden, Arps, Slate, Meagher & Flom LLP","Apr 30, 2025","The Tariff Revolution · President Trump's new tariff regime has applied new, substantial tariffs to imports from every country on the globe. · The rollout of...",https://serpapi.com/searches/688ca4ddb6a86763c529688b/images/5b881bc19ab8bcbb4e45c279b1d53fac7fe480cf0e9c77d540126ea6d4f7d2c9.jpeg
4,https://www.commerce.wa.gov/commerce-launches-online-tariff-information-and-resource-guide/,Commerce launches online Tariff Information and Resource Guide,Washington State Department of Commerce (.gov),"Apr 10, 2025",This online hub will help Washington businesses and workers navigate evolving tariff realities and their local impacts.,https://serpapi.com/searches/688ca4ddb6a86763c529688b/images/5b881bc19ab8bcbb8763f20d3c6cb93622a4be8b8e776222d35467183f00bb0f.jpeg
5,https://rooseveltinstitute.org/publications/trump-admin-tariffs/,Trump’s Tariff Tantrum: How Sweeping Tariffs Came to Be and Why It Matters,The Roosevelt Institute,"Apr 3, 2025",The Basics: Arbitrary Faux “Reciprocal” Tariffs. Trump's April 2 executive order came with the unwieldy title “Regulating Imports with a Reciprocal Tariff to...,https://serpapi.com/searches/688ca4ddb6a86763c529688b/images/5b881bc19ab8bcbb7e7864781a023b0f303dd2c2b448137aefc181b1c82d76fa.jpeg
6,https://budgetlab.yale.edu/research/where-we-stand-fiscal-economic-and-distributional-effects-all-us-tariffs-enacted-2025-through-april,"Where We Stand: The Fiscal, Economic, and Distributional Effects of All U.S. Tariffs Enacted in 2025 Through April 2",The Budget Lab at Yale,"Apr 2, 2025","This analysis presents the fiscal and economic effects of both 1) the April 2nd policy, without considering the other tariffs that have gone into effect so far...",https://serpapi.com/searches/688ca4ddb6a86763c529688b/images/5b881bc19ab8bcbb96e94c76190863bf699d1390bd8dc90c36e1e6c609cbc26e.jpeg
